chamber,bill_id,vote_id,vote_chamber,motion,date,type,yes_count,no_count,other_count
upper,SB 127,NCV00009251,lower,"A4 Graham, C.   Second Reading",2013-06-26,other,107,4,9
upper,SB 127,NCV00009252,lower,A2 Murry   Second Reading,2013-06-26,other,109,1,10
upper,SB 127,NCV00009253,lower,A3 McElraft   Second Reading,2013-06-26,other,110,0,10
upper,SB 127,NCV00009254,lower,A1 Murry   Second Reading,2013-06-26,other,109,0,11
upper,SB 132,NCV00009257,lower,A6 Lucas M3 To Lay On The Table  Third Reading,2013-06-27,other,68,38,14
upper,SB 132,NCV00009258,lower,M4 Previous Question  Third Reading,2013-06-27,other,67,43,10
upper,SB 132,NCV00009259,lower,Third Reading,2013-06-27,other,69,42,9
upper,SB 132,NCV00009261,lower,M4 Previous Question  Second Reading,2013-06-26,other,75,42,3
upper,SB 132,NCV00009262,lower,A4 Farmer-Butterfield M3 To Lay On The Table  Second Reading,2013-06-26,other,72,43,5
upper,SB 132,NCV00009263,lower,A3 Hamilton   Second Reading,2013-06-26,other,39,76,5
upper,SB 132,NCV00009264,lower,A2 Adams   Second Reading,2013-06-26,other,43,72,5
upper,SB 168,NCV00009266,upper,Motion 9 To Concur,2013-06-25,other,47,0,3
upper,SB 168,NCV00009267,lower,A1 Murry   Second Reading,2013-06-20,other,105,0,15
upper,SB 168,NCV00009268,lower,Second Reading,2013-06-20,other,104,1,15
upper,SB 174,NCV00009269,lower,Second Reading,2013-06-27,other,101,2,17
upper,SB 177,NCV00009270,lower,Second Reading,2013-06-27,other,109,0,11
upper,SB 205,NCV00009271,upper,Motion 9 To Concur,2013-06-26,other,49,0,1
upper,SB 231,NCV00009273,upper,Motion 9 To Concur,2013-06-24,other,0,45,5
upper,SB 231,NCV00009274,lower,"A1 Graham, C.   Second Reading",2013-06-19,other,114,0,6
upper,SB 231,NCV00009275,lower,Second Reading,2013-06-19,other,113,0,7
upper,SB 261,NCV00009276,upper,Second Reading,2013-06-27,other,44,0,6
upper,SB 264,NCV00009277,upper,Motion 9 To Concur,2013-06-24,other,45,0,5
upper,SB 264,NCV00009278,lower,"A1 Brawley, W. M6 Reconsider  Third Reading",2013-06-19,other,114,0,6
upper,SB 264,NCV00009279,lower,Third Reading,2013-06-19,other,113,1,6
upper,SB 280,NCV00009280,lower,Second Reading,2013-06-27,other,101,1,18
upper,SB 285,NCV00009281,upper,Motion 9 To Concur,2013-06-19,other,48,0,2
upper,SB 305,NCV00009282,upper,Second Reading,2013-06-20,other,47,0,3
upper,SB 315,NCV00009283,lower,Second Reading,2013-06-27,other,73,32,15
upper,SB 315,NCV00009284,lower,A1 Luebke   Second Reading,2013-06-27,other,36,72,12
upper,SB 328,NCV00009285,upper,Amendment 1,2013-06-24,other,36,9,5
upper,SB 328,NCV00009286,upper,Amendment 3,2013-06-24,other,13,32,5
upper,SB 328,NCV00009287,upper,Third Reading,2013-06-24,other,29,16,5
upper,SB 328,NCV00009289,upper,Second Reading,2013-06-20,other,28,18,4
upper,SB 336,NCV00009290,lower,Second Reading,2013-06-19,other,113,0,7
upper,SB 337,NCV00009291,lower,Second Reading,2013-06-27,other,88,13,19
upper,SB 337,NCV00009292,lower,A1 Blackwell   Second Reading,2013-06-27,other,101,0,19
upper,SB 377,NCV00009293,upper,Motion 9 To Concur,2013-06-24,other,46,0,4
upper,SB 377,NCV00009294,lower,Second Reading,2013-06-19,other,112,2,6
upper,SB 399,NCV00009295,lower,Third Reading,2013-06-27,other,104,1,15
upper,SB 399,NCV00009296,lower,Second Reading,2013-06-27,other,104,1,15
upper,SB 407,NCV00009297,upper,Second Reading,2013-06-20,other,47,0,3
upper,SB 461,NCV00009298,lower,Second Reading,2013-06-19,other,114,0,6
upper,SB 485,NCV00009299,upper,Second Reading,2013-06-27,other,46,0,4
upper,SB 485,NCV00009300,upper,Amendment 1,2013-06-27,other,46,0,4
upper,SB 488,NCV00009301,upper,Second Reading,2013-06-26,other,49,0,1
upper,SB 490,NCV00009302,upper,Motion 9 To Concur,2013-06-27,other,44,2,4
upper,SB 490,NCV00009303,lower,Second Reading,2013-06-20,other,94,9,17
upper,SB 490,NCV00009304,lower,Third Reading,2013-06-26,other,96,20,4
upper,SB 568,NCV00009305,upper,Motion 9 To Concur,2013-06-24,other,46,0,4
upper,SB 568,NCV00009306,lower,A1 Faircloth   Second Reading,2013-06-19,other,112,0,8
upper,SB 613,NCV00009308,upper,Motion 9 To Concur,2013-06-26,other,49,0,1
upper,SB 613,NCV00009309,lower,Second Reading,2013-06-24,other,108,0,12
upper,SB 613,NCV00009310,lower,A1 Cleveland   Second Reading,2013-06-24,other,108,0,12
upper,SB 635,NCV00009311,upper,Motion 9 To Concur,2013-06-26,other,49,0,1
upper,SB 635,NCV00009313,lower,A1 Hager   Second Reading,2013-06-19,other,112,0,8
upper,SB 638,NCV00009314,lower,A1 Glazier   Second Reading,2013-06-27,other,111,1,8
upper,SB 638,NCV00009315,lower,A3 Glazier   Second Reading,2013-06-27,other,109,0,11
upper,SB 638,NCV00009316,lower,A2 Glazier   Second Reading,2013-06-27,other,112,0,8
upper,SB 638,NCV00009317,lower,Second Reading,2013-06-27,other,109,3,8
upper,SB 640,NCV00009318,upper,Second Reading,2013-06-26,other,49,0,1
upper,SB 683,NCV00009319,lower,A1 Glazier   Second Reading,2013-06-27,other,100,0,20
upper,SB 683,NCV00009320,lower,Second Reading,2013-06-27,other,100,0,20
upper,SB 709,NCV00009321,lower,M4 Previous Question  Second Reading,2013-06-27,other,73,32,15
upper,SB 709,NCV00009324,lower,Second Reading,2013-06-27,other,44,64,12
upper,SB 712,NCV00009325,lower,Second Reading,2013-06-20,other,104,1,15
upper,SB 717,NCV00009326,lower,Second Reading,2013-06-27,other,108,1,11
lower,HB 56,NCV00009327,upper,Amendment 1,2013-06-19,other,47,0,3
lower,HB 56,NCV00009328,upper,Second Reading,2013-06-19,other,48,0,2
lower,HB 56,NCV00009329,lower,M11 Concur,2013-06-25,other,112,0,8
lower,HB 57,NCV00009330,lower,M11 Concur,2013-06-20,other,104,0,16
lower,HB 122,NCV00009332,upper,Second Reading,2013-06-18,other,36,14,0
lower,HB 122,NCV00009333,lower,M11 Not Concur,2013-06-24,other,108,0,12
lower,HB 143,NCV00009334,upper,Second Reading,2013-06-20,other,43,0,7
lower,HB 143,NCV00009335,upper,Third Reading,2013-06-26,other,49,0,1
lower,HB 147,NCV00009336,lower,M11 Concur,2013-06-20,other,103,1,16
lower,HB 209,NCV00009337,lower,M11 Concur,2013-06-20,other,104,0,16
lower,HB 220,NCV00009338,upper,Second Reading,2013-06-19,other,48,0,2
lower,HB 220,NCV00009339,upper,Amendment 1,2013-06-19,other,48,0,2
lower,HB 220,NCV00009340,lower,M11 Concur Sen. Amd. 1,2013-06-25,other,111,0,9
lower,HB 249,NCV00009342,upper,Second Reading,2013-06-20,other,47,0,3
lower,HB 261,NCV00009343,upper,Second Reading,2013-06-20,other,46,0,4
lower,HB 261,NCV00009344,upper,Third Reading,2013-06-26,other,49,0,1
lower,HB 290,NCV00009345,lower,M11 Concur,2013-06-25,other,111,0,9
lower,HB 294,NCV00009347,lower,M11 Concur,2013-06-25,other,111,0,9
lower,HB 302,NCV00009348,upper,Second Reading,2013-06-20,other,46,0,4
lower,HB 302,NCV00009349,upper,Third Reading,2013-06-26,other,49,0,1
lower,HB 336,NCV00009350,upper,Second Reading,2013-06-25,other,37,12,1
lower,HB 343,NCV00009352,upper,Second Reading,2013-06-26,other,49,0,1
lower,HB 409,NCV00009354,upper,Second Reading,2013-06-25,other,46,0,4
lower,HB 409,NCV00009355,upper,Third Reading,2013-06-26,other,48,0,2
lower,HB 412,NCV00009356,upper,Second Reading,2013-06-20,other,46,0,4
lower,HB 412,NCV00009357,upper,Third Reading,2013-06-26,other,49,0,1
lower,HB 418,NCV00009358,upper,Second Reading,2013-06-26,other,49,0,1
lower,HB 421,NCV00009359,upper,Third Reading,2013-06-25,other,47,0,3
lower,HB 421,NCV00009360,upper,Second Reading,2013-06-20,other,46,0,4
lower,HB 421,NCV00009361,lower,R3 Ruled Mat'l,2013-06-27,other,111,0,9
lower,HB 421,NCV00009362,lower,M11 Concur  R2 Ruled Mat'l,2013-06-26,other,99,0,21
lower,HB 476,NCV00009363,lower,A1 Hager   Second Reading,2013-06-20,other,103,0,17
lower,HB 476,NCV00009364,lower,Second Reading,2013-06-20,other,105,0,15
lower,HB 490,NCV00009365,upper,Amendment 1 Motion 1 To Table,2013-06-26,other,32,17,1
lower,HB 490,NCV00009366,upper,Second Reading,2013-06-26,other,32,17,1
lower,HB 526,NCV00009367,upper,Second Reading,2013-06-20,other,46,0,4
lower,HB 526,NCV00009368,upper,Third Reading,2013-06-26,other,49,0,1
lower,HB 526,NCV00009369,lower,M11 Concur,2013-06-27,other,113,1,6
lower,HB 529,NCV00009370,lower,Second Reading,2013-06-20,other,78,25,17
lower,HB 529,NCV00009371,lower,Third Reading,2013-06-24,other,83,25,12
lower,HB 543,NCV00009372,lower,M6 Reconsider,2013-06-27,other,114,0,6
lower,HB 543,NCV00009373,lower,M11 Concur,2013-06-27,other,114,0,6
lower,HB 543,NCV00009374,lower,M11 Not Concur,2013-06-19,other,108,0,12
lower,HB 553,NCV00009375,upper,Second Reading,2013-06-20,other,40,6,4
lower,HB 553,NCV00009376,upper,Third Reading,2013-06-26,other,40,9,1
lower,HB 562,NCV00009377,lower,M11 Concur,2013-06-19,other,111,0,9
lower,HB 567,NCV00009379,upper,Second Reading,2013-06-20,other,46,0,4
lower,HB 567,NCV00009380,upper,Third Reading,2013-06-25,other,47,0,3
lower,HB 567,NCV00009381,lower,R3 Ruled Mat'l,2013-06-27,other,111,0,9
lower,HB 567,NCV00009382,lower,M11 Concur  R2 Ruled Mat'l,2013-06-26,other,105,0,15
lower,HB 568,NCV00009383,lower,Second Reading,2013-06-27,other,68,41,11
lower,HB 614,NCV00009384,lower,M11 Not Concur,2013-06-20,other,95,0,25
lower,HB 626,NCV00009385,lower,M11 Concur,2013-06-20,other,104,0,16
lower,HB 628,NCV00009386,lower,M11 Concur,2013-06-20,other,105,0,15
lower,HB 656,NCV00009387,upper,Second Reading,2013-06-18,other,50,0,0
lower,HB 656,NCV00009388,lower,M11 Concur,2013-06-24,other,107,1,12
lower,HB 680,NCV00009389,lower,Second Reading,2013-06-20,other,103,1,16
lower,HB 686,NCV00009390,upper,Second Reading,2013-06-19,other,48,0,2
lower,HB 700,NCV00009391,upper,Second Reading,2013-06-19,other,48,0,2
lower,HB 727,NCV00009392,upper,Second Reading,2013-06-18,other,50,0,0
lower,HB 743,NCV00009393,lower,M11 Concur  R2 Ruled Mat'l,2013-06-24,other,106,1,13
lower,HB 743,NCV00009394,lower,M11 Concur  R3 Ruled Mat'l,2013-06-25,other,74,38,8
lower,HB 784,NCV00009395,upper,Amendment 1,2013-06-18,other,50,0,0
lower,HB 784,NCV00009396,upper,Second Reading,2013-06-18,other,50,0,0
lower,HB 784,NCV00009397,lower,M11 Concur,2013-06-24,other,108,0,12
lower,HB 785,NCV00009398,lower,M11 Concur,2013-06-20,other,104,0,16
lower,HB 817,NCV00009399,lower,M11 Concur  R3 Ruled Mat'l,2013-06-19,other,105,7,8
lower,HJR 819,NCV00009400,upper,Second Reading,2013-06-25,other,49,0,1
lower,HJR 819,NCV00009401,lower,Second Reading,2013-06-25,other,113,0,7
lower,HB 830,NCV00009402,upper,Second Reading,2013-06-19,other,45,3,2
lower,HB 832,NCV00009403,upper,Second Reading,2013-06-20,other,47,0,3
lower,HB 832,NCV00009404,lower,M11 Concur,2013-06-26,other,105,0,15
lower,HB 868,NCV00009405,lower,M11 Concur,2013-06-20,other,103,0,17
lower,HJR 1006,NCV00009406,upper,Second Reading,2013-06-25,other,49,0,1
lower,HR 1013,NCV00009407,lower,R2 For Adoption,2013-06-19,other,115,0,5
lower,HR 1014,NCV00009408,lower,R2 For Adoption,2013-06-19,other,114,0,6
upper,SB 480,NCV00009409,upper,Amendment 1,2013-07-01,other,46,0,4
upper,SB 480,NCV00009410,upper,Second Reading,2013-07-01,other,46,0,4
lower,HJR 90,NCV00009411,upper,Second Reading,2013-07-01,other,44,2,4
lower,HB 137,NCV00009412,upper,Second Reading,2013-07-01,other,45,0,5
lower,HB 161,NCV00009413,upper,Second Reading,2013-07-01,other,45,0,5
lower,HB 176,NCV00009414,upper,Second Reading,2013-07-01,other,45,0,5
lower,HB 232,NCV00009416,upper,Second Reading,2013-07-01,other,46,0,4
lower,HB 241,NCV00009417,upper,Second Reading,2013-07-01,other,46,0,4
lower,HB 257,NCV00009418,upper,Second Reading,2013-07-01,other,46,0,4
lower,HJR 259,NCV00009419,upper,Second Reading,2013-07-01,other,46,0,4
lower,HB 340,NCV00009420,upper,Second Reading,2013-07-01,other,46,0,4
lower,HB 391,NCV00009421,upper,Second Reading,2013-07-01,other,46,0,4
lower,HB 683,NCV00009422,upper,Second Reading,2013-07-01,other,37,9,4
lower,HB 828,NCV00009423,upper,Second Reading,2013-07-01,other,46,0,4
lower,HB 895,NCV00009424,upper,Second Reading,2013-07-01,other,46,0,4
lower,HB 917,NCV00009425,upper,Second Reading,2013-07-01,other,46,0,4
upper,SB 132,NCV00009426,upper,Motion 9 To Concur,2013-07-02,other,32,12,6
upper,SB 174,NCV00009427,upper,Motion 9 To Concur,2013-07-02,other,44,0,6
upper,SB 280,NCV00009428,upper,Motion 9 To Concur,2013-07-02,other,44,0,6
upper,SB 399,NCV00009429,upper,Motion 9 To Concur  Second Reading,2013-07-02,other,43,0,7
upper,SB 399,NCV00009430,upper,Motion 9 To Concur  Third Reading,2013-07-02,other,44,0,6
upper,SB 480,NCV00009431,upper,Third Reading,2013-07-02,other,47,0,3
upper,SB 638,NCV00009432,upper,Motion 9 To Concur,2013-07-02,other,41,3,6
upper,SB 683,NCV00009433,upper,Motion 9 To Concur,2013-07-02,other,4,40,6
upper,SB 717,NCV00009434,upper,Motion 9 To Concur,2013-07-02,other,42,0,8
lower,HB 94,NCV00009435,upper,Amendment 2,2013-07-02,other,47,0,3
lower,HB 94,NCV00009436,upper,Second Reading,2013-07-02,other,35,11,4
lower,HB 94,NCV00009437,upper,Amendment 3,2013-07-02,other,47,0,3
lower,HB 94,NCV00009438,upper,Amendment 4,2013-07-02,other,35,12,3
lower,HB 94,NCV00009439,upper,Amendment 5,2013-07-02,other,46,0,4
lower,HB 94,NCV00009440,upper,Amendment 6,2013-07-02,other,36,10,4
lower,HB 94,NCV00009441,upper,Amendment 1,2013-07-02,other,46,0,4
lower,HB 110,NCV00009442,upper,Second Reading,2013-07-02,other,44,2,4
lower,HB 168,NCV00009443,upper,Second Reading,2013-07-02,other,43,3,4
lower,HB 168,NCV00009444,upper,Amendment 1,2013-07-02,other,46,0,4
lower,HB 250,NCV00009445,upper,Second Reading,2013-07-02,other,34,11,5
lower,HB 250,NCV00009446,upper,Amendment 3,2013-07-02,other,37,8,5
lower,HB 250,NCV00009447,upper,Amendment 2,2013-07-02,other,34,11,5
lower,HB 250,NCV00009448,upper,Amendment 1,2013-07-02,other,38,7,5
lower,HB 296,NCV00009449,upper,Second Reading,2013-07-02,other,42,4,4
lower,HB 296,NCV00009450,upper,Amendment 1,2013-07-02,other,45,1,4
lower,HB 327,NCV00009451,upper,Second Reading,2013-07-02,other,46,0,4
lower,HB 345,NCV00009452,upper,Second Reading,2013-07-02,other,46,0,4
lower,HB 357,NCV00009453,upper,Amendment 1,2013-07-02,other,46,0,4
lower,HB 357,NCV00009454,upper,Second Reading,2013-07-02,other,46,0,4
lower,HB 358,NCV00009455,upper,Second Reading,2013-07-02,other,46,0,4
lower,HB 362,NCV00009456,upper,Second Reading,2013-07-02,other,45,0,5
lower,HB 371,NCV00009457,upper,Second Reading,2013-07-02,other,45,0,5
lower,HB 402,NCV00009458,upper,Second Reading,2013-07-02,other,45,0,5
lower,HB 428,NCV00009459,upper,Amendment 1,2013-07-02,other,44,1,5
lower,HB 428,NCV00009460,upper,Amendment 2,2013-07-02,other,33,12,5
lower,HB 428,NCV00009461,upper,Second Reading,2013-07-02,other,45,0,5
lower,HB 450,NCV00009462,upper,Second Reading,2013-07-02,other,44,0,6
lower,HB 462,NCV00009463,upper,Second Reading,2013-07-02,other,39,5,6
lower,HB 492,NCV00009464,upper,Second Reading,2013-07-02,other,45,0,5
lower,HB 492,NCV00009465,upper,Amendment 1,2013-07-02,other,44,0,6
lower,HB 529,NCV00009466,upper,Second Reading,2013-07-02,other,34,13,3
lower,HB 635,NCV00009467,upper,Second Reading,2013-07-02,other,44,0,6
lower,HB 695,NCV00009468,upper,Second Reading,2013-07-02,other,27,14,9
lower,HB 754,NCV00009469,upper,Second Reading,2013-07-02,other,45,0,5
lower,HB 767,NCV00009470,upper,Second Reading,2013-07-02,other,45,0,5
lower,HB 783,NCV00009471,upper,Second Reading,2013-07-02,other,44,0,6
lower,HB 816,NCV00009472,upper,Second Reading,2013-07-02,other,47,0,3
lower,HB 982,NCV00009473,upper,Second Reading,2013-07-02,other,44,0,6
lower,HB 998,NCV00009474,upper,Amendment 1,2013-07-02,other,46,0,4
lower,HB 998,NCV00009475,upper,Second Reading,2013-07-02,other,32,15,3
lower,HB 94,NCV00009476,upper,Third Reading,2013-07-03,other,30,11,9
lower,HB 168,NCV00009477,upper,Second Reading,2013-07-03,other,41,0,9
lower,HB 168,NCV00009478,upper,Amendment 2,2013-07-03,other,41,0,9
lower,HB 296,NCV00009479,upper,Third Reading,2013-07-03,other,38,3,9
lower,HB 468,NCV00009480,upper,Amendment 1,2013-07-03,other,43,0,7
lower,HB 468,NCV00009481,upper,Second Reading,2013-07-03,other,43,0,7
lower,HB 529,NCV00009482,upper,Third Reading,2013-07-03,other,32,11,7
lower,HB 695,NCV00009483,upper,Amendment 4 Motion 1 To Table,2013-07-03,other,28,9,13
lower,HB 695,NCV00009484,upper,Amendment 3 Motion 1 To Table,2013-07-03,other,29,10,11
lower,HB 695,NCV00009487,upper,Amendment 2 Motion 1 To Table,2013-07-03,other,29,12,9
lower,HB 816,NCV00009488,upper,Third Reading,2013-07-03,other,43,0,7
upper,SB 177,NCV00009490,lower,Third Reading,2013-07-08,other,108,1,10
upper,SB 315,NCV00009492,lower,"A3 Hall, L. M3 To Lay On The Table  Third Reading",2013-07-08,other,71,38,10
upper,SB 315,NCV00009493,lower,"A2 Hall, L. M3 To Lay On The Table  Third Reading",2013-07-08,other,68,41,10
upper,SB 315,NCV00009495,lower,Third Reading,2013-07-08,other,76,33,10
upper,SB 337,NCV00009496,lower,Third Reading,2013-07-08,other,96,14,9
upper,SB 337,NCV00009497,lower,A2 Stam   Third Reading,2013-07-08,other,110,0,9
lower,HB 14,NCV00009500,lower,A2 Tine   Second Reading,2013-07-08,other,110,0,9
lower,HB 15,NCV00009503,upper,Second Reading,2013-07-09,other,48,0,2
lower,HB 214,NCV00009506,upper,Second Reading,2013-07-09,other,48,0,2
lower,HB 232,NCV00009507,lower,M11 Not Concur,2013-07-09,other,114,0,5
lower,HB 250,NCV00009508,lower,M11 Not Concur,2013-07-09,other,115,0,4
lower,HB 257,NCV00009509,lower,M11 Concur,2013-07-09,other,114,0,5
lower,HB 321,NCV00009510,upper,Second Reading,2013-07-09,other,49,0,1
lower,HB 321,NCV00009511,upper,Amendment 1,2013-07-09,other,48,1,1
lower,HB 327,NCV00009512,lower,M11 Concur,2013-07-09,other,114,0,5
lower,HB 340,NCV00009513,lower,M11 Concur,2013-07-09,other,113,1,5
lower,HB 345,NCV00009514,lower,M11 Concur,2013-07-09,other,114,0,5
lower,HB 357,NCV00009515,lower,M11 Concur,2013-07-09,other,113,0,6
lower,HB 402,NCV00009518,lower,M11 Concur,2013-07-09,other,115,0,4
lower,HB 418,NCV00009519,upper,Third Reading,2013-07-09,other,48,0,2
lower,HB 467,NCV00009521,upper,Second Reading,2013-07-09,other,49,0,1
lower,HB 474,NCV00009522,upper,Second Reading,2013-07-09,other,49,0,1
lower,HB 492,NCV00009523,lower,M11 Concur,2013-07-09,other,114,0,5
lower,HB 510,NCV00009524,upper,Second Reading,2013-07-09,other,49,0,1
lower,HB 565,NCV00009525,lower,Second Reading,2013-07-09,other,114,1,4
lower,HB 616,NCV00009526,upper,Second Reading,2013-07-09,other,49,0,1
lower,HB 683,NCV00009527,lower,M11 Concur,2013-07-09,other,99,16,4
lower,HB 754,NCV00009528,lower,M11 Concur Sen. Amd. 1,2013-07-09,other,114,0,5
lower,HB 767,NCV00009529,lower,M11 Concur,2013-07-09,other,114,0,5
lower,HB 783,NCV00009530,lower,M11 Concur,2013-07-09,other,114,0,5
lower,HB 796,NCV00009531,upper,Second Reading,2013-07-09,other,49,0,1
lower,HB 802,NCV00009532,upper,Amendment 1,2013-07-09,other,48,1,1
lower,HB 802,NCV00009533,upper,Amendment 2,2013-07-09,other,10,39,1
lower,HB 802,NCV00009534,upper,Second Reading,2013-07-09,other,47,2,1
lower,HB 828,NCV00009535,lower,M11 Concur,2013-07-09,other,114,0,5
lower,HB 982,NCV00009537,lower,M11 Concur,2013-07-09,other,113,1,5
lower,HJR 1016,NCV00009538,upper,Second Reading,2013-07-09,other,49,0,1
lower,HJR 1016,NCV00009539,lower,Second Reading,2013-07-09,other,116,0,3
upper,SB 140,NCV00009540,lower,Second Reading,2013-07-10,other,103,6,10
upper,SB 248,NCV00009541,lower,Second Reading,2013-07-10,other,111,0,8
upper,SB 316,NCV00009542,lower,Second Reading,2013-07-10,other,109,0,10
upper,SB 337,NCV00009543,upper,Motion 9 To Concur,2013-07-10,other,14,35,1
upper,SB 386,NCV00009546,lower,A1 Steinburg   Second Reading,2013-07-10,other,111,0,8
upper,SB 386,NCV00009547,lower,Second Reading,2013-07-10,other,111,0,8
upper,SB 406,NCV00009548,lower,Second Reading,2013-07-10,other,109,1,9
upper,SB 465,NCV00009549,lower,Second Reading,2013-07-10,other,108,0,11
upper,SB 571,NCV00009550,lower,Second Reading,2013-07-10,other,108,2,9
upper,SB 653,NCV00009551,lower,Second Reading,2013-07-10,other,108,0,11
lower,HB 14,NCV00009552,lower,Third Reading,2013-07-09,other,109,6,4
lower,HB 26,NCV00009553,upper,Second Reading,2013-07-10,other,49,0,1
lower,HB 26,NCV00009554,upper,Amendment 1,2013-07-10,other,45,0,5
lower,HB 107,NCV00009555,lower,M11 Concur,2013-07-09,other,98,16,5
lower,HB 296,NCV00009558,lower,M11 Concur,2013-07-10,other,106,5,8
lower,HB 362,NCV00009559,lower,M11 Concur,2013-07-09,other,113,0,6
lower,HB 392,NCV00009561,upper,Second Reading,2013-07-10,other,43,6,1
lower,HB 392,NCV00009562,upper,Amendment 1,2013-07-10,other,49,0,1
lower,HB 428,NCV00009563,lower,M11 Concur,2013-07-09,other,115,0,4
lower,HB 816,NCV00009565,lower,M11 Concur,2013-07-10,other,112,0,7
lower,HJR 1017,NCV00009567,upper,Second Reading,2013-07-10,other,46,0,4
lower,HJR 1017,NCV00009568,lower,Second Reading,2013-07-10,other,111,0,8
lower,HR 1018,NCV00009569,lower,R2 For Adoption,2013-07-10,other,103,0,16
upper,SB 81,NCV00009570,lower,Second Reading,2013-07-11,other,72,42,5
upper,SB 103,NCV00009571,lower,Second Reading,2013-07-11,other,112,1,6
upper,SB 112,NCV00009572,lower,Second Reading,2013-07-11,other,84,28,7
upper,SB 112,NCV00009573,lower,A5 Carney   Second Reading,2013-07-11,other,39,69,11
upper,SB 112,NCV00009574,lower,A7 Stam   Second Reading,2013-07-11,other,103,9,7
upper,SB 112,NCV00009575,lower,A9 McGrady M3 To Lay On The Table  Second Reading,2013-07-11,other,65,45,9
upper,SB 112,NCV00009576,lower,"A10 Hall, D. M3 To Lay On The Table  Second Reading",2013-07-11,other,74,38,7
upper,SB 112,NCV00009577,lower,A8 Harrison   Second Reading,2013-07-11,other,35,76,8
upper,SB 112,NCV00009578,lower,A6 McGrady   Second Reading,2013-07-11,other,112,0,7
upper,SB 112,NCV00009579,lower,A1 Moffitt   Second Reading,2013-07-11,other,113,0,6
upper,SB 112,NCV00009580,lower,A2 Stam   Second Reading,2013-07-11,other,29,82,8
upper,SB 112,NCV00009581,lower,"A3 Hall, D.   Second Reading",2013-07-11,other,39,72,8
upper,SB 112,NCV00009582,lower,"A4 Hall, D. M3 To Lay On The Table  Second Reading",2013-07-11,other,70,39,10
upper,SB 140,NCV00009583,lower,A1 Stam   Third Reading,2013-07-11,other,112,0,7
upper,SB 140,NCV00009584,lower,Third Reading,2013-07-11,other,111,1,7
upper,SB 159,NCV00009585,lower,Second Reading,2013-07-11,other,112,0,7
upper,SB 200,NCV00009586,lower,C RPT Adopted,2013-07-11,other,113,0,6
upper,SB 344,NCV00009587,lower,Second Reading,2013-07-11,other,113,1,5
upper,SB 353,NCV00009588,lower,Third Reading,2013-07-11,other,74,41,4
upper,SB 353,NCV00009589,lower,Second Reading,2013-07-11,other,74,41,4
upper,SB 386,NCV00009590,lower,Third Reading,2013-07-11,other,112,0,7
upper,SB 407,NCV00009591,lower,Second Reading,2013-07-11,other,112,0,7
upper,SB 455,NCV00009592,lower,Second Reading,2013-07-11,other,109,1,9
upper,SB 455,NCV00009593,lower,A1 Stone   Second Reading,2013-07-11,other,109,0,10
upper,SB 636,NCV00009595,lower,Third Reading,2013-07-11,other,103,10,6
upper,SB 636,NCV00009596,lower,A1 Stam   Third Reading,2013-07-11,other,113,1,5
upper,SB 636,NCV00009597,lower,Second Reading,2013-07-11,other,103,9,7
upper,SB 659,NCV00009598,lower,Second Reading,2013-07-11,other,106,6,7
lower,HB 26,NCV00009599,lower,M11 Concur,2013-07-11,other,111,0,8
lower,HB 255,NCV00009600,lower,C RPT Adopted,2013-07-11,other,111,0,8
lower,HB 649,NCV00009603,lower,C RPT Adopted,2013-07-11,other,113,1,5
lower,HB 662,NCV00009604,lower,C RPT Adopted,2013-07-11,other,114,0,5
upper,SB 43,NCV00009606,lower,Second Reading,2013-07-15,other,111,1,8
upper,SB 73,NCV00009607,lower,Second Reading,2013-07-16,other,111,0,9
upper,SB 81,NCV00009608,lower,A1 Samuelson   Third Reading,2013-07-16,other,81,34,5
upper,SB 81,NCV00009610,lower,M4 Previous Question  Third Reading,2013-07-16,other,70,40,10
upper,SB 103,NCV00009611,lower,Third Reading,2013-07-15,other,110,1,9
upper,SB 406,NCV00009614,upper,Motion 9 To Concur,2013-07-15,other,46,0,4
upper,SB 409,NCV00009615,lower,C RPT Adopted,2013-07-15,other,112,0,8
upper,SB 488,NCV00009617,lower,A1 Collins   Second Reading,2013-07-15,other,109,0,11
upper,SB 505,NCV00009618,lower,Second Reading,2013-07-15,other,113,0,7
lower,HB 250,NCV00009620,lower,M4 Previous Question  C RPT Adoption,2013-07-16,other,69,42,9
lower,HB 321,NCV00009621,lower,M11 Not Concur,2013-07-15,other,110,1,9
lower,HB 418,NCV00009622,lower,M11 Concur,2013-07-15,other,77,34,9
lower,HB 467,NCV00009623,lower,M11 Concur,2013-07-15,other,113,0,7
lower,HB 510,NCV00009624,lower,M11 Concur,2013-07-16,other,113,0,7
lower,HB 569,NCV00009625,lower,Third Reading,2013-07-15,other,109,3,8
lower,HB 700,NCV00009627,lower,M11 Concur,2013-07-16,other,113,0,7
lower,HB 786,NCV00009628,lower,Second Reading,2013-07-16,other,84,29,7
lower,HB 786,NCV00009629,lower,"A1 Brown, B.   Second Reading",2013-07-16,other,106,5,9
lower,HB 796,NCV00009630,lower,M11 Concur,2013-07-15,other,110,0,10
lower,HB 802,NCV00009631,lower,M11 Concur,2013-07-15,other,110,1,9
lower,HB 937,NCV00009632,lower,M11 Not Concur,2013-07-16,other,96,18,6
lower,HB 998,NCV00009633,lower,R2 Ruled Mat'l  C RPT Adopted,2013-07-16,other,77,38,5
